filename,bucket,damage,backend,exit,err_class,stderr_head
fuzz_00134_valid.t27,valid,ok,c,0,ok,
fuzz_00135_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00135_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00135_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00136_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 14:1"
fuzz_00136_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 14:1"
fuzz_00136_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 14:1"
fuzz_00137_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00137_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00137_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00138_valid.t27,valid,ok,rust,0,ok,
fuzz_00138_valid.t27,valid,ok,zig,0,ok,
fuzz_00138_valid.t27,valid,ok,c,0,ok,
fuzz_00139_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 10:1"
fuzz_00139_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 10:1"
fuzz_00139_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 10:1"
fuzz_00140_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00140_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00140_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00141_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00141_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00141_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00142_valid.t27,valid,ok,rust,0,ok,
fuzz_00142_valid.t27,valid,ok,zig,0,ok,
fuzz_00142_valid.t27,valid,ok,c,0,ok,
fuzz_00143_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00143_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00143_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00144_valid.t27,valid,ok,rust,0,ok,
fuzz_00144_valid.t27,valid,ok,zig,0,ok,
fuzz_00144_valid.t27,valid,ok,c,0,ok,
fuzz_00145_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00145_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00145_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00146_valid.t27,valid,ok,rust,0,ok,
fuzz_00146_valid.t27,valid,ok,zig,0,ok,
fuzz_00146_valid.t27,valid,ok,c,0,ok,
fuzz_00147_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00147_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00147_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00148_valid.t27,valid,ok,rust,0,ok,
fuzz_00148_valid.t27,valid,ok,zig,0,ok,
fuzz_00148_valid.t27,valid,ok,c,0,ok,
fuzz_00149_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00149_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00149_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00150_valid.t27,valid,ok,rust,0,ok,
fuzz_00150_valid.t27,valid,ok,zig,0,ok,
fuzz_00150_valid.t27,valid,ok,c,0,ok,
fuzz_00151_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00151_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00151_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00152_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00152_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00152_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00153_valid.t27,valid,ok,rust,0,ok,
fuzz_00153_valid.t27,valid,ok,zig,0,ok,
fuzz_00153_valid.t27,valid,ok,c,0,ok,
fuzz_00154_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00154_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00154_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00155_valid.t27,valid,ok,rust,0,ok,
fuzz_00155_valid.t27,valid,ok,zig,0,ok,
fuzz_00155_valid.t27,valid,ok,c,0,ok,
fuzz_00156_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 12:1"
fuzz_00156_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 12:1"
fuzz_00156_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 12:1"
fuzz_00157_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00157_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00157_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00158_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00158_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00158_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00159_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00159_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00159_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00160_semi-valid.t27,semi-valid,arity-swap/no-op,rust,0,ok,
fuzz_00160_semi-valid.t27,semi-valid,arity-swap/no-op,zig,0,ok,
fuzz_00160_semi-valid.t27,semi-valid,arity-swap/no-op,c,0,ok,
fuzz_00161_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00161_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00161_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00162_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00162_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00162_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00163_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00163_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00163_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00164_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00164_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00164_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00165_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00165_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00165_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00166_valid.t27,valid,ok,rust,0,ok,
fuzz_00166_valid.t27,valid,ok,zig,0,ok,
fuzz_00166_valid.t27,valid,ok,c,0,ok,
fuzz_00167_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00167_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00167_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00168_valid.t27,valid,ok,rust,0,ok,
fuzz_00168_valid.t27,valid,ok,zig,0,ok,
fuzz_00168_valid.t27,valid,ok,c,0,ok,
fuzz_00169_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00169_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00169_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00170_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 20:1"
fuzz_00170_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 20:1"
fuzz_00170_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 20:1"
fuzz_00171_semi-valid.t27,semi-valid,arity-swap/no-op,rust,0,ok,
fuzz_00171_semi-valid.t27,semi-valid,arity-swap/no-op,zig,0,ok,
fuzz_00171_semi-valid.t27,semi-valid,arity-swap/no-op,c,0,ok,
fuzz_00172_semi-valid.t27,semi-valid,arity-swap/no-op,rust,0,ok,
fuzz_00172_semi-valid.t27,semi-valid,arity-swap/no-op,zig,0,ok,
fuzz_00172_semi-valid.t27,semi-valid,arity-swap/no-op,c,0,ok,
fuzz_00173_valid.t27,valid,ok,rust,0,ok,
fuzz_00173_valid.t27,valid,ok,zig,0,ok,
fuzz_00173_valid.t27,valid,ok,c,0,ok,
fuzz_00174_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 18:1"
fuzz_00174_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 18:1"
fuzz_00174_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 18:1"
fuzz_00175_valid.t27,valid,ok,rust,0,ok,
fuzz_00175_valid.t27,valid,ok,zig,0,ok,
fuzz_00175_valid.t27,valid,ok,c,0,ok,
fuzz_00176_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00176_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00176_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00177_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00177_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00177_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00178_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00178_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00178_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00179_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00179_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00179_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00180_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00180_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00180_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00181_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00181_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00181_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00182_valid.t27,valid,ok,rust,0,ok,
fuzz_00182_valid.t27,valid,ok,zig,0,ok,
fuzz_00182_valid.t27,valid,ok,c,0,ok,
fuzz_00183_semi-valid.t27,semi-valid,arity-inflate,rust,0,ok,
fuzz_00183_semi-valid.t27,semi-valid,arity-inflate,zig,0,ok,
fuzz_00183_semi-valid.t27,semi-valid,arity-inflate,c,0,ok,
fuzz_00184_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00184_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00184_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00185_semi-valid.t27,semi-valid,arity-inflate,rust,0,ok,
fuzz_00185_semi-valid.t27,semi-valid,arity-inflate,zig,0,ok,
fuzz_00185_semi-valid.t27,semi-valid,arity-inflate,c,0,ok,
fuzz_00186_valid.t27,valid,ok,rust,0,ok,
fuzz_00186_valid.t27,valid,ok,zig,0,ok,
fuzz_00186_valid.t27,valid,ok,c,0,ok,
fuzz_00187_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00187_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00187_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00188_valid.t27,valid,ok,rust,0,ok,
fuzz_00188_valid.t27,valid,ok,zig,0,ok,
fuzz_00188_valid.t27,valid,ok,c,0,ok,
fuzz_00189_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00189_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00189_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00190_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00190_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00190_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00191_valid.t27,valid,ok,rust,0,ok,
fuzz_00191_valid.t27,valid,ok,zig,0,ok,
fuzz_00191_valid.t27,valid,ok,c,0,ok,
fuzz_00192_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00192_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00192_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00193_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00193_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00193_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00194_valid.t27,valid,ok,rust,0,ok,
fuzz_00194_valid.t27,valid,ok,zig,0,ok,
fuzz_00194_valid.t27,valid,ok,c,0,ok,
fuzz_00195_semi-valid.t27,semi-valid,unknown-ident-in-body,rust,0,ok,
fuzz_00195_semi-valid.t27,semi-valid,unknown-ident-in-body,zig,0,ok,
fuzz_00195_semi-valid.t27,semi-valid,unknown-ident-in-body,c,0,ok,
fuzz_00196_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00196_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00196_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00197_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 25:1"
fuzz_00197_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 25:1"
fuzz_00197_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 25:1"
fuzz_00198_valid.t27,valid,ok,rust,0,ok,
fuzz_00198_valid.t27,valid,ok,zig,0,ok,
fuzz_00198_valid.t27,valid,ok,c,0,ok,
fuzz_00199_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00199_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00199_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00200_malformed.t27,malformed,bad-return-arrow,rust,0,ok,
fuzz_00200_malformed.t27,malformed,bad-return-arrow,zig,0,ok,
fuzz_00200_malformed.t27,malformed,bad-return-arrow,c,0,ok,
fuzz_00201_valid.t27,valid,ok,rust,0,ok,
fuzz_00201_valid.t27,valid,ok,zig,0,ok,
fuzz_00201_valid.t27,valid,ok,c,0,ok,
fuzz_00202_valid.t27,valid,ok,rust,0,ok,
fuzz_00202_valid.t27,valid,ok,zig,0,ok,
fuzz_00202_valid.t27,valid,ok,c,0,ok,
fuzz_00203_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00203_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00203_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00204_valid.t27,valid,ok,rust,0,ok,
fuzz_00204_valid.t27,valid,ok,zig,0,ok,
fuzz_00204_valid.t27,valid,ok,c,0,ok,
fuzz_00205_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00205_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00205_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00206_valid.t27,valid,ok,rust,0,ok,
fuzz_00206_valid.t27,valid,ok,zig,0,ok,
fuzz_00206_valid.t27,valid,ok,c,0,ok,
fuzz_00207_valid.t27,valid,ok,rust,0,ok,
fuzz_00207_valid.t27,valid,ok,zig,0,ok,
fuzz_00207_valid.t27,valid,ok,c,0,ok,
fuzz_00208_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00208_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00208_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00209_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00209_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00209_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00210_valid.t27,valid,ok,rust,0,ok,
fuzz_00210_valid.t27,valid,ok,zig,0,ok,
fuzz_00210_valid.t27,valid,ok,c,0,ok,
fuzz_00211_valid.t27,valid,ok,rust,0,ok,
fuzz_00211_valid.t27,valid,ok,zig,0,ok,
fuzz_00211_valid.t27,valid,ok,c,0,ok,
fuzz_00212_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00212_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00212_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00213_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 18:1"
fuzz_00213_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 18:1"
fuzz_00213_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 18:1"
fuzz_00214_valid.t27,valid,ok,rust,0,ok,
fuzz_00214_valid.t27,valid,ok,zig,0,ok,
fuzz_00214_valid.t27,valid,ok,c,0,ok,
fuzz_00215_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00215_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00215_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00216_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 16:1"
fuzz_00216_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 16:1"
fuzz_00216_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 16:1"
fuzz_00217_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00217_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00217_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00218_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 14:1"
fuzz_00218_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 14:1"
fuzz_00218_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 14:1"
fuzz_00219_valid.t27,valid,ok,rust,0,ok,
fuzz_00219_valid.t27,valid,ok,zig,0,ok,
fuzz_00219_valid.t27,valid,ok,c,0,ok,
fuzz_00220_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00220_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00220_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00221_valid.t27,valid,ok,rust,0,ok,
fuzz_00221_valid.t27,valid,ok,zig,0,ok,
fuzz_00221_valid.t27,valid,ok,c,0,ok,
fuzz_00222_valid.t27,valid,ok,rust,0,ok,
fuzz_00222_valid.t27,valid,ok,zig,0,ok,
fuzz_00222_valid.t27,valid,ok,c,0,ok,
fuzz_00223_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00223_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00223_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00224_valid.t27,valid,ok,rust,0,ok,
fuzz_00224_valid.t27,valid,ok,zig,0,ok,
fuzz_00224_valid.t27,valid,ok,c,0,ok,
fuzz_00225_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00225_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00225_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00226_valid.t27,valid,ok,rust,0,ok,
fuzz_00226_valid.t27,valid,ok,zig,0,ok,
fuzz_00226_valid.t27,valid,ok,c,0,ok,
fuzz_00227_valid.t27,valid,ok,rust,0,ok,
fuzz_00227_valid.t27,valid,ok,zig,0,ok,
fuzz_00227_valid.t27,valid,ok,c,0,ok,
fuzz_00228_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00228_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00228_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00229_malformed.t27,malformed,unclosed-paren,rust,0,ok,
fuzz_00229_malformed.t27,malformed,unclosed-paren,zig,0,ok,
fuzz_00229_malformed.t27,malformed,unclosed-paren,c,0,ok,
fuzz_00230_valid.t27,valid,ok,rust,0,ok,
fuzz_00230_valid.t27,valid,ok,zig,0,ok,
fuzz_00230_valid.t27,valid,ok,c,0,ok,
fuzz_00231_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00231_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00231_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00232_valid.t27,valid,ok,rust,0,ok,
fuzz_00232_valid.t27,valid,ok,zig,0,ok,
fuzz_00232_valid.t27,valid,ok,c,0,ok,
fuzz_00233_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00233_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00233_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00234_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00234_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00234_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00235_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00235_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00235_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00236_valid.t27,valid,ok,rust,0,ok,
fuzz_00236_valid.t27,valid,ok,zig,0,ok,
fuzz_00236_valid.t27,valid,ok,c,0,ok,
fuzz_00237_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00237_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00237_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00238_valid.t27,valid,ok,rust,0,ok,
fuzz_00238_valid.t27,valid,ok,zig,0,ok,
fuzz_00238_valid.t27,valid,ok,c,0,ok,
fuzz_00239_semi-valid.t27,semi-valid,arity-inflate,rust,0,ok,
fuzz_00239_semi-valid.t27,semi-valid,arity-inflate,zig,0,ok,
fuzz_00239_semi-valid.t27,semi-valid,arity-inflate,c,0,ok,
fuzz_00240_semi-valid.t27,semi-valid,arity-inflate,rust,0,ok,
fuzz_00240_semi-valid.t27,semi-valid,arity-inflate,zig,0,ok,
fuzz_00240_semi-valid.t27,semi-valid,arity-inflate,c,0,ok,
fuzz_00241_valid.t27,valid,ok,rust,0,ok,
fuzz_00241_valid.t27,valid,ok,zig,0,ok,
fuzz_00241_valid.t27,valid,ok,c,0,ok,
fuzz_00242_malformed.t27,malformed,drop-semicolon,rust,0,ok,
fuzz_00242_malformed.t27,malformed,drop-semicolon,zig,0,ok,
fuzz_00242_malformed.t27,malformed,drop-semicolon,c,0,ok,
fuzz_00243_valid.t27,valid,ok,rust,0,ok,
fuzz_00243_valid.t27,valid,ok,zig,0,ok,
fuzz_00243_valid.t27,valid,ok,c,0,ok,
fuzz_00244_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00244_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00244_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00245_valid.t27,valid,ok,rust,0,ok,
fuzz_00245_valid.t27,valid,ok,zig,0,ok,
fuzz_00245_valid.t27,valid,ok,c,0,ok,
fuzz_00246_semi-valid.t27,semi-valid,bool-cast-mismatch,rust,0,ok,
fuzz_00246_semi-valid.t27,semi-valid,bool-cast-mismatch,zig,0,ok,
fuzz_00246_semi-valid.t27,semi-valid,bool-cast-mismatch,c,0,ok,
fuzz_00247_valid.t27,valid,ok,rust,0,ok,
fuzz_00247_valid.t27,valid,ok,zig,0,ok,
fuzz_00247_valid.t27,valid,ok,c,0,ok,
fuzz_00248_valid.t27,valid,ok,rust,0,ok,
fuzz_00248_valid.t27,valid,ok,zig,0,ok,
fuzz_00248_valid.t27,valid,ok,c,0,ok,
fuzz_00249_valid.t27,valid,ok,rust,0,ok,
fuzz_00249_valid.t27,valid,ok,zig,0,ok,
fuzz_00249_valid.t27,valid,ok,c,0,ok,
fuzz_00250_malformed.t27,malformed,drop-close-brace,rust,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 22:1"
fuzz_00250_malformed.t27,malformed,drop-close-brace,zig,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 22:1"
fuzz_00250_malformed.t27,malformed,drop-close-brace,c,1,parse-error,"Error: Compile error: Expected RBrace, got Eof ('') at line 22:1"
fuzz_00251_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00251_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00251_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00252_valid.t27,valid,ok,rust,0,ok,
fuzz_00252_valid.t27,valid,ok,zig,0,ok,
fuzz_00252_valid.t27,valid,ok,c,0,ok,
fuzz_00253_valid.t27,valid,ok,rust,0,ok,
fuzz_00253_valid.t27,valid,ok,zig,0,ok,
fuzz_00253_valid.t27,valid,ok,c,0,ok,
fuzz_00254_valid.t27,valid,ok,rust,0,ok,
fuzz_00254_valid.t27,valid,ok,zig,0,ok,
fuzz_00254_valid.t27,valid,ok,c,0,ok,
fuzz_00255_valid.t27,valid,ok,rust,0,ok,
fuzz_00255_valid.t27,valid,ok,zig,0,ok,
fuzz_00255_valid.t27,valid,ok,c,0,ok,
fuzz_00256_valid.t27,valid,ok,rust,0,ok,
fuzz_00256_valid.t27,valid,ok,zig,0,ok,
fuzz_00256_valid.t27,valid,ok,c,0,ok,
fuzz_00257_malformed.t27,malformed,rename-return-keyword,rust,0,ok,
fuzz_00257_malformed.t27,malformed,rename-return-keyword,zig,0,ok,
fuzz_00257_malformed.t27,malformed,rename-return-keyword,c,0,ok,
fuzz_00258_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00258_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00258_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00259_malformed.t27,malformed,bad-type-name,rust,0,ok,
fuzz_00259_malformed.t27,malformed,bad-type-name,zig,0,ok,
fuzz_00259_malformed.t27,malformed,bad-type-name,c,0,ok,
fuzz_00260_valid.t27,valid,ok,rust,0,ok,
